"Event_id","Event_date","Event_group","involvement","IsProtest","preannounced","public_invitation","disruption","violence","symbolic","arrests","location_target","Event_name","headcount","action_freetext","location_freetext","Event_day","Event_prob_protest","issue"
"March for a Future that Works.2012-10-20.E1","2012-10-20","EquityUK, fbunational, NASUWT, nusuk, pcs_union, resistunite, theRCN, Ukuncut, unisontheunion, unitetheunion","Participated, Participated, Organised, Participated, Organised, Participated, Participated, Participated, Participated, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Future that works, jobs and growth, against austerity","1000s","march","London","Sat",1,"pov"
"CNDuk.2012-10-24.E1","2012-10-24","CNDuk","Organised","Protest","On day, before event","No","No","No","No","No","Embassy","Solidarity with protesters at Kudankulam nuclear power plant","","protest","Indian High Commission","Wed",0.785839140415192,"env"
"EquityUK.2012-10-24.E1","2012-10-24","EquityUK","Participated","Protest","Before event day","Yes","No","No","No","No","Political site","Feminista's rally & lobby of Parliament, equality in industry and wider society","","rally, lobby","Parliament","Wed",0.999915111216587,"pov"
"CNDuk.2012-10-26.E1","2012-10-26","CNDuk","Participated","Protest","Before event day","No","No","No","No","No","Political site","oppose new British drone squadron","","protest","RAF Waddington, Lincolnshire","Fri",0.782047934110326,"env"
"Dis_PPL_Protest.2012-10-27.E1","2012-10-27","Dis_PPL_Protest","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Fuel Poverty Demo","","demonstration","Westfield Shopping Centre","Sat",0.998797471650826,"pov"
"Dis_PPL_Protest.2012-10-31.E1","2012-10-31","Dis_PPL_Protest","Organised","Protest","Before event day","Yes","No","No","No","No","Unknown","oppose ATOS","","demonstration","Stoke-on Trent","Wed",0.992924575501791,"pov"
"Dis_PPL_Protest.2012-10-31.E2","2012-10-31","Dis_PPL_Protest","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","Protest Against Loss of Council Tax Benefit",NA,"protest","House of Commons","Wed",0.992924575501791,"pov"
"reclaimthepower.2012-11-02.E1","2012-11-02","reclaimthepower","Organised","Protest","After event","No","Yes","No","No","Yes","Company site","No dash for gas","11","occupation, trespassing","gas-fired power station, West Burton, Nottinghamshire","Fri",0.975821476586294,"env"
"Dis_PPL_Protest.2012-11-05.E1","2012-11-05","Dis_PPL_Protest","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","oppose ATOS","","vigil","outside ATOS, Cardiff","Mon",0.988211852438909,"pov"
"campaigncc.2012-11-07.E1","2012-11-07","campaigncc","Organised","Protest","Before event day","Yes","No","No","No","No","Embassy","against the dirty money take-over of US politics","","protest","US embassy","Wed",0.999230775970526,"env"
"internaware.2012-11-13.E1","2012-11-13","internaware","Organised","Protest","Before event day","Yes","No","No","Yes","No","Company site","oppose unpaid internships","","flashmob, protest","outside an employer ","Tue",0.998221329821461,"pov"
"CNDuk.2012-11-17.E1","2012-11-17","CNDuk","Organised","Protest","Before event day","Yes","No","No","No","No","Other","Oppose bombing of Gaza","","embassy protest","Israeli embassy","Sat",0.660026100689507,"env"
"liberatetate.2012-11-18.E1","2012-11-18","liberatetate","Participated","Protest","Before event day","Yes","No","No","Yes","No","Entertainment/cultural","Oppose BP sponsorship","","theatrical flashmob","British Museum","Sun",0.904132264913795,"env"
"OccupyLondon.2012-11-20.E1","2012-11-20","OccupyLondon","Organised","Protest","Before event day","Yes","No","No","No","No","Unknown","oppose Canadian tar sands","","protest","London","Tue",0.890298204899533,"pov"
"nusuk.2012-11-21.E1","2012-11-21","nusuk","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Higher education reform","","demonstration","Temple place","Wed",0.998907310083539,"pov"
"CNDuk.2012-11-24.E1","2012-11-24","CNDuk","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","against Israel's attack on Gaza","","demonstration","Downing street, Israeli embassy","Sat",0.999991875939558,"env"
"pcs_union.2012-11-30.E1","2012-11-30","pcs_union","Participated","Strike","Before event day","No","No","No","No","No","Other","DfT strike, oppose threat of privatisation","","strike","","Fri",0.960782487862872,"pov"
"campaigncc.2012-12-01.E1","2012-12-01","campaigncc","Organised","Protest","Before event day","Yes","No","No","Yes","No","Public space","National Climate March","","protest, march, fracking rig prop","outside Parliament","Sat",0.999999999988401,"env"
"FrackOffLondon.2012-12-01.E1","2012-12-01","FrackOffLondon","Organised","Protest","After event","No","No","No","Yes","No","Political site","Big Rig Revolt","","activists set up fracking rig outside politician's home","Lord Browne's home","Sat",0.963700773687996,"env"
"theRCN.2012-12-01.E1","2012-12-01","theRCN","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","against regional pay","","march","Bristol","Sat",0.931245446205139,"pov"
"CNDuk.2012-12-05.E1","2012-12-05","CNDuk","Organised","Protest","On day, before event","Yes","No","No","No","No","Political site","Cut Trident, not jobs, health and education, Autumn statement","","protest","Downing Street","Wed",0.847951412200928,"env"
"resistunite.2012-12-05.E1","2012-12-05","resistunite","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose austerity","","march, rally","The Strand, Downing Street","Wed",0.999998886652056,"pov"
"Ukuncut.2012-12-08.E1","2012-12-08","Ukuncut","Organised","Protest","Before event day","Yes","Yes","No","No","No","Company site","Oppose tax avoidance","","action, transform store into creche and refuge","Starbucks, Belfast, Cornwall, London","Sat",1,"pov"
"unitetheunion.2012-12-11.E1","2012-12-11","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose rising rail fares, cut rail fares not staff","","action","Rail stations","Tue",0.999265415568343,"pov"
"GreenpeaceUK.2012-12-15.E1","2012-12-15","GreenpeaceUK","Organised","Protest","After event","No","No","No","No","No","Company site","Save the arctic","","activists gather outside","Shell stations","Sat",0.85857260209443,"env"
"campaigncc.2012-12-19.E1","2012-12-19","campaigncc","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","response to Energy Bill debate in Parliament","","demonstration, protest","outside Parliament","Wed",0.936811762471595,"env"
"transheathrow.2012-12-20.E1","2012-12-20","transheathrow","Organised","Protest","Before event day","Yes","No","No","Yes","No","Unknown","Save Lake Farm","","candlelit demonstration","","Thu",0.921666443347931,"env"
"EResistance.2013-01-04.E1","2013-01-04","EResistance","Organised","Protest","After event","No","Yes","No","No","No","Other","Eviction resistance","","eviction resistance, riot police","someone's home","Fri",0.981000769758837,"pov"
"EResistance.2013-01-08.E1","2013-01-08","EResistance","Organised","Protest","After event","No","Yes","No","No","No","Other","Eviction resistance","80","eviction resistance","Camden","Tue",0.960678050958116,"pov"
"save Lewisham hospital.2013-01-26.E1","2013-01-26","unisontheunion, unitetheunion","Participated, Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Save Lewisham hospital","","march, rally","Lewisham","Sat",0.999999999721656,"pov"
"NASUWT.2013-01-31.E1","2013-01-31","NASUWT","Organised","Strike","Before event day","No","No","No","No","No","Other","oppose academies","","strike, picket","Redhill School Dudley","Thu",0.987803664704381,"pov"
"NASUWT.2013-02-05.E1","2013-02-05","NASUWT","Organised","Strike","Before event day","No","No","No","No","No","Other","oppose academies","","strike","Newton-Le-Willows Primary School","Tue",0.974542147150326,"pov"
"NASUWT.2013-02-07.E1","2013-02-07","NASUWT","Organised","Strike","Before event day","No","No","No","No","No","Other","teacher strike","","industrial action","Eckington School, Derbyshire","Thu",0.95856015320865,"pov"
"NASUWT.2013-02-09.E1","2013-02-09","NASUWT","Organised","Protest","After event","No","No","No","No","No","Unknown","oppose anti-austerity measures","","protest","Northern Ireland","Sat",0.924888703316967,"pov"
"internaware.2013-02-15.E1","2013-02-15","internaware","Organised","Protest","Before event day","Yes","No","No","No","No","Entertainment/cultural","oppose use of unpaid interns in fashion","","protest","Somerset House, London Fashion Week","Fri",0.979220265768104,"pov"
"CNDuk.2013-02-22.E1","2013-02-22","CNDuk","Organised","Protest","Before event day","Yes","No","No","No","No","Embassy","Remember Fukushima: No to Nuclear Power!","","protest","Japanese Embassy","Fri",0.783417691520896,"env"
"ShellOutSounds.2013-03-01.E1","2013-03-01","ShellOutSounds","Organised","Protest","After event","No","Yes","No","Yes","No","Entertainment/cultural","Oppose Shell sponsorship of the arts","20","flashmob performance, unannounced performance","Southbank","Fri",0.999999977766911,"env"
"OccupyMCR.2013-03-02.E1","2013-03-02","OccupyMCR","Organised","Protest","After event","No","Yes","No","No","No","Public space","Save leverhulme baths, oppose cuts","","occupation","leisure centre, Manchester","Sat",0.88861668137652,"pov"
"GreenpeaceUK.2013-03-04.E1","2013-03-04","GreenpeaceUK","Organised","Protest","After event","No","No","No","Yes","No","Political site","Oppose fracking","<20","set up fake fracking rig outside politician's office","Politician's office","Mon",0.902273776809154,"env"
"CitizensUK.2013-03-07.E1","2013-03-07","CitizensUK","Organised","Protest","After event","No","No","No","No","No","Company site","pay cleaning staff living wage at John Lewis","","action","John Lewis","Thu",0.973564649804079,"pov"
"prebudget rally.2013-03-13.E1","2013-03-13","EquityUK, unitetheunion","Participated, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","pre-budget rally, oppose austerity","","rally","London","Wed",0.999999985989586,"pov"
"Dis_PPL_Protest.2013-03-13.E1","2013-03-13","Dis_PPL_Protest","Organised","Protest","Before event day","Yes","No","No","No","No","Court","Rights not charity, save independent living fund, court case","","vigil","London, high court","Wed",0.991344398455793,"pov"
"bedroom tax.2013-03-16.E1","2013-03-16","OccupyLondon, resistunite, unitetheunion","Participated, Participated, Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Save Whittington Hospital","","demonstration, march","London","Sat",0.999999999999999,"pov"
"bedroom tax.2013-03-16.E2","2013-03-16","OccupyLondon, resistunite, unitetheunion","Participated, Participated, Organised","Protest","Before event day","Yes","No","No","No","No","Unknown","Oppose bedroom tax",NA,"national day of action, protest","","Sat",0.999999999999999,"pov"
"CNDuk.2013-03-20.E1","2013-03-20","CNDuk","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Budget Day protest, oppose trident","","protest","outside Parliament","Wed",0.999988714152888,"env"
" Budget Day Strike rally.2013-03-20.E1","2013-03-20","pcs_union, resistunite","Organised, Participated","Both","Before event day","Yes","No","No","No","No","Public space","Budget Day Strike rally","","rally, half day walkout, strike, picket","Albion Square, Hanley, Belfast Unemployed Resource Centre, Portsmouth, Newcastle, Preston, Liverpool, Nottingham, Leicester, Barnsley, Bristol, Lincoln, Plymouth, Manchester, Birmingham, London","Wed",1,"pov"
"OccupyLondon.2013-03-25.E1","2013-03-25","OccupyLondon","Organised","Protest","Before event day","Yes","No","No","No","No","Other","National demo against privatisation","","demonstration","University of Sussex","Mon",0.994366935371422,"pov"
"bectu.2013-03-28.E1","2013-03-28","bectu","Organised","Both","Before event day","No","No","No","No","No","Company site","BBC strike and protest","","strike, walkout, protest","BBC","Thu",0.998227061430567,"pov"
"OccupyLondon.2013-03-30.E1","2013-03-30","OccupyLondon","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose bedroom tax","","protest","Trafalgar Square","Sat",0.997983223017109,"pov"
"CNDuk.2013-04-01.E1","2013-04-01","CNDuk","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","Scrap Trident","","protest","Aldermaston, nuclear bomb factory","Mon",1,"env"
"pcs_union.2013-04-05.E1","2013-04-05","pcs_union","Organised","Strike","Before event day","No","No","No","No","No","Other","oppose cuts","","strike, half day walkout, industrial action","","Fri",0.999999999977413,"pov"
"CNDuk.2013-04-13.E1","2013-04-13","CNDuk","Organised","Protest","Before event day","Yes","No","No","No","No","Unknown","Scrap Trident, Save the NHS","","demonstration","","Sat",0.902041375637054,"env"
"UKuncut and DPAC.2013-04-13.E1","2013-04-13","Dis_PPL_Protest, Ukuncut","Participated, Organised","Protest","Before event day","Yes","No","No","Yes","No","Public space","oppose cuts, increase benefits, oppose bedroom tax","400","protest, action, 'evict millionaires' stunt","London, Manchester, Birmingham, politician's houses","Sat",1,"pov"
"CNDuk.2013-04-15.E1","2013-04-15","CNDuk","Organised","Protest","After event","No","Yes","No","No","Yes","Political site","Scrap trident","100s","activists chain themselves to each other, blockade,","Faslane naval base","Mon",0.997569043829954,"env"
"GreenpeaceUK.2013-04-20.E1","2013-04-20","GreenpeaceUK","Organised","Protest","Before event day","Yes","No","No","Yes","No","Other","I love arctic day of action","","projection","British quakers","Sat",0.980633027410106,"env"
"resistunite.2013-04-20.E1","2013-04-20","resistunite","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","East Midlands Unite the resistance rally","","rally","East Midlands","Sat",0.999837804557193,"pov"
"ShellOutSounds.2013-04-22.E1","2013-04-22","ShellOutSounds","Organised","Protest","After event","No","No","No","Yes","No","Other","oppose Shell sponsorship of Southbank","","flashmob choir","Southbank","Mon",0.98681980024817,"env"
"liberatetate.2013-04-24.E1","2013-04-24","liberatetate","Organised","Protest","After event","No","No","No","Yes","No","Entertainment/cultural","BP trial","","performance","Tate modern","Wed",1,"env"
"liberatetate.2013-04-25.E1","2013-04-25","liberatetate","Organised","Protest","After event","No","No","No","Yes","No","Entertainment/cultural","BP trial","","guerrilla performance","Tate Modern","Thu",1,"env"
"liberatetate.2013-04-26.E1","2013-04-26","liberatetate","Organised","Protest","After event","No","No","No","Yes","No","Entertainment/cultural","BP trial","3","guerilla performance","Tate modern","Fri",1,"env"
"friends_earth.2013-04-26.E1","2013-04-26","friends_earth","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","March of the Bee Keepers","100s","march, demonstration","outside Parliament","Fri",0.999737845252684,"env"
"CNDuk.2013-04-27.E1","2013-04-27","CNDuk","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","Ground the drones","","march","RAF Waddington","Sat",0.999988957808362,"env"
"NASUWT.2013-04-27.E1","2013-04-27","NASUWT","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","defend education","rally","","Manchester","Sat",0.999994912219179,"pov"
"pcs_union.2013-05-01.E1","2013-05-01","pcs_union","Organised","Strike","Before event day","No","No","No","No","No","Other","DfE walkout","","two-hour stoppage, walkout, strike","","Wed",0.961385058991996,"pov"
"NHSour.2013-05-04.E1","2013-05-04","NHSour","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","The Great NHS Robbery","","march, rally","Bristol","Sat",0.999792270247539,"pov"
"NASUWT.2013-05-11.E1","2013-05-11","NASUWT","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Rally for education","100s","rally","Birmingham, Leeds","Sat",0.915055610189741,"pov"
"GreenpeaceUK.2013-05-13.E1","2013-05-13","GreenpeaceUK","Organised","Protest","After event","No","No","No","Yes","No","Public space","Oppose dirty cars","20","scale building, banner drop","Lewes highstreet","Mon",0.877467672034374,"env"
"CNDuk.2013-05-18.E1","2013-05-18","CNDuk","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Save our NHS demo, NHS not trident","","demonstration","","Sat",0.989641472301006,"env"
"NHS.2013-05-18.E1","2013-05-18","keepnhspublic, unitetheunion","Organised, Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Save our NHS, NHS 65th birthday","","march","London","Sat",1,"pov"
"planestupid.2013-05-22.E1","2013-05-22","planestupid","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose legal aid cuts","100s","demonstration","outside Parliament","Wed",0.998429501798635,"env"
"NASUWT.2013-05-23.E1","2013-05-23","NASUWT","Organised","Strike","Before event day","No","No","No","No","No","Other","Copland Community School strike, oppose academies","","strike","Copland Community School","Thu",0.900791672097533,"pov"
"NASUWT.2013-05-23.E2","2013-05-23","NASUWT","Organised","Strike","Before event day","No","No","No","No","No","Other","Newton-Le-Willows Primary School strike",NA,"industrial action","Newton-Le-Willows Primary School","Thu",0.900791672097533,"pov"
"MarchAgainstMonsanto.2013-05-25.E1","2013-05-25","OccupyLondon, OccupyMCR","Organised, Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Against Monsanto","","march","London","Sat",0.999999971839756,"pov"
"pcs_union.2013-05-30.E1","2013-05-30","pcs_union","Organised","Strike","Before event day","No","No","No","No","No","Other","national museums and galleries strike, jobs, pay, pensions","","strike","","Thu",0.968391158055382,"pov"
"pcs_union.2013-05-31.E1","2013-05-31","pcs_union","Organised","Strike","Before event day","No","No","No","No","No","Other","strike on pay, jobs and terms and conditions","","walkout, strike","","Fri",0.980196591381186,"pov"
"pcs_union.2013-05-31.E2","2013-05-31","pcs_union","Organised","Protest","Before event day","No","No","No","No","No","Public space","oppose closure of tax enquiry centres",NA,"demonstration","London","Fri",0.980196591381186,"pov"
"OccupyMCR.2013-06-01.E1","2013-06-01","OccupyMCR","Participated","Protest","After event","No","Yes","No","Yes","No","Public space","oppose bedroom tax","","stopped traffic with bed, day of action","Manchester","Sat",0.997970603263804,"pov"
"Ukuncut.2013-06-04.E1","2013-06-04","Ukuncut","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Save UK justice, oppose legal aid cuts","","demonstration","Petit France","Tue",0.99942272914772,"pov"
"reclaimthepower.2013-06-06.E1","2013-06-06","reclaimthepower","Organised","Protest","After event","No","No","No","Yes","No","Company site","Oppose greenwashing","","banner drop","EDF arena","Thu",0.978672002230445,"env"
"Dis_PPL_Protest.2013-06-07.E1","2013-06-07","Dis_PPL_Protest","Organised","Protest","Before event day","Yes","No","No","No","No","Unknown","ATOS/DWP protest","","protest","Norfolk","Fri",0.991453401010758,"pov"
"pcs_union.2013-06-07.E1","2013-06-07","pcs_union","Organised","Protest","Before event day","No","No","No","No","No","Public space","","","rally","St Enoch Square, Glasgow","Fri",0.936192368192772,"pov"
"ActionAidUK.2013-06-08.E1","2013-06-08","ActionAidUK","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","demand action from #G8 leaders to tackle hunger","","1000s","Hyde Park","Sat",0.999999970425307,"pov"
"ShellOutSounds.2013-06-09.E1","2013-06-09","ShellOutSounds","Organised","Protest","Before event day","Yes","No","No","Yes","No","Company site","Choral flashmob at Spira Mirabilis concert, oppose Shell sponsorship","","choral flashmob","Southbank","Sun",0.999999999541293,"env"
"pcs_union.2013-06-10.E1","2013-06-10","pcs_union","Organised","Strike","After event","No","No","No","No","No","Other","Crown Prosecution Service and prisons strike","","walkout","","Mon",0.893794823391402,"pov"
"campaigncc.2013-06-13.E1","2013-06-13","campaigncc","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose ar sands","","protest","outside Parliament","Thu",0.921835016631869,"env"
"reclaimthepower.2013-06-14.E1","2013-06-14","reclaimthepower","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","protest about cuts, climate and crisis","","protest","Canary Wharf","Fri",0.957422756307895,"env"
"StopG8.2013-06-14.E1","2013-06-14","OccupyLondon, Ukuncut","Organised, Participated","Protest","Before event day","Yes","No","No","No","Yes","Public space","They owe us, stop G8, food liberation front","","mass protest, creative resistance","Canary Wharf","Fri",0.999999999999384,"pov"
"pcs_union.2013-06-17.E1","2013-06-17","pcs_union","Organised","Strike","On day, before event","No","No","No","No","No","Other","defence and justice strikes","","strike","","Mon",0.913605657055212,"pov"
"OccupyLondon.2013-06-19.E1","2013-06-19","OccupyLondon","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","Protest Chancellor Mansion House speech, banks out of control","","protest","Mansion House","Wed",0.998529328346883,"pov"
"NASUWT.2013-06-27.E1","2013-06-27","NASUWT","Organised","Both","Before event day","Yes","No","No","No","No","Public space","teacher strike","1000s","march, strike, rally","Manchester, Liverpool","Thu",0.999999999991639,"pov"
"pcs_union.2013-06-27.E1","2013-06-27","pcs_union","Organised","Protest","Before event day","No","No","No","No","No","Public space","anti-cuts","1000s","protest, rally","","Thu",0.999999999416649,"pov"
"EquityUK.2013-06-29.E1","2013-06-29","EquityUK","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Pride","","march","London","Sat",0.994210833849791,"pov"
"Dis_PPL_Protest.2013-07-03.E1","2013-07-03","Dis_PPL_Protest","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","against cuts that will restrict travel access","","protest","Burton-on -Trent","Wed",0.915872776585272,"pov"
"NHSour.2013-07-05.E1","2013-07-05","NHSour","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","","","demonstration","Weston Super Mare","Fri",0.896991491,"pov"
"GreenpeaceUK.2013-07-11.E1","2013-07-11","GreenpeaceUK","Organised","Protest","After event","No","Yes","No","No","No","Company site","Ice climb ","6","scale building","the Shard","Thu",0.894667038954768,"env"
"National rally against road-building.2013-07-13.E1","2013-07-13","campaigncc, climatecamp, friends_earth","Participated, Participated, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","National rally against road-building","","rally","Crowhurst, East Sussex","Sat",0.999924608194992,"env"
"Dis_PPL_Protest.2013-07-13.E1","2013-07-13","Dis_PPL_Protest","Participated","Protest","After event","No","No","No","No","No","Political site","oppose bedroom tax","","protest","Downing street","Sat",0.979343113176043,"pov"
"StufftheBanks.2013-07-20.E1","2013-07-20","Dis_PPL_Protest, Ukuncut","Organised, Organised","Protest","Before event day","Yes","Yes","No","Yes","No","Company site","Stuff the banks","","shut down, food bank inside bank","HSBC branch","Sat",1,"pov"
"GreenpeaceUK.2013-07-25.E1","2013-07-25","GreenpeaceUK","Organised","Protest","Before event day","No","No","No","No","No","Unknown","Against Cuadrilla drilling","","protest","","Thu",0.891375283762384,"env"
"reclaimthepower.2013-07-27.E1","2013-07-27","reclaimthepower","Organised","Protest","Before event day","No","Yes","No","Yes","No","Company site","Oppose 'climate killing bank'","","bank invasion","bank","Sat",0.993869195074791,"env"
"Dis_PPL_Protest.2013-07-27.E1","2013-07-27","Dis_PPL_Protest","Participated","Protest","Before event day","Yes","No","No","No","No","Unknown","National Bedroom Tax Protest","","protest","","Sat",0.999995179607032,"pov"
"FrackOffLondon.2013-07-28.E1","2013-07-28","FrackOffLondon","Participated","Protest","On day, before event","Yes","No","No","No","No","Company site","oppose fracking","","camp, protest","Balcombe","Sun",0.928187012672424,"env"
"FrackOffLondon.2013-07-29.E1","2013-07-29","FrackOffLondon","Participated","Protest","After event","No","Yes","No","No","No","Company site","","","blockade","Cuadrilla site","Mon",0.85444318610185,"env"
"Dis_PPL_Protest.2013-07-30.E1","2013-07-30","Dis_PPL_Protest","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","defend legal aid","","rally, protest","","Tue",0.999986967441084,"pov"
"reclaimthepower.2013-08-01.E1","2013-08-01","reclaimthepower","Organised","Protest","After event","No","No","No","No","No","Company site","great gas gala solidarity action","","action","Cuadrilla HQ","Thu",0.999605171721457,"env"
"unitetheunion.2013-08-01.E1","2013-08-01","unitetheunion","Organised","Strike","On day, before event","No","No","No","No","No","Other","Leeds General Infirmary strike, patient safety and pay cuts","","strike","Leeds","Thu",0.940534513279394,"pov"
"reclaimthepower.2013-08-11.E1","2013-08-11","reclaimthepower","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","March for a Frack Free Future","","march","Balcombe","Sun",0.86674702167511,"env"
"reclaimthepower.2013-08-16.E1","2013-08-16","reclaimthepower","Organised","Protest","Before event day","Yes","Yes","No","No","No","Company site","Mass swoop on Cuadrilla","100s","mass swoop, mass, audacious and creative acts of civil disobedience","Cuadrilla, Balcombe","Fri",0.98822983039017,"env"
"reclaimthepower.2013-08-18.E1","2013-08-18","reclaimthepower","Organised","Protest","After event","No","No","No","No","No","Company site","Oppose Cuadrilla","","drumming, action","Cuadrilla fracking site","Sun",0.978312263810458,"env"
"reclaimthepower.2013-08-19.E1","2013-08-19","reclaimthepower","Organised","Protest","On day, before event","No","Yes","No","No","Yes","Company site","Oppose fracking","300+","mass civil disobedience, blockade, glued on","Bell Pottinger HQ","Mon",0.999999992900155,"env"
"Dis_PPL_Protest.2013-08-29.E1","2013-08-29","Dis_PPL_Protest","Organised","Protest","Before event day","Yes","No","No","No","No","Unknown","make Crossrail fully accessible","","day of action","","Thu",0.999999999426312,"pov"
"Dis_PPL_Protest.2013-08-30.E1","2013-08-30","Dis_PPL_Protest","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","oppose ATOS","","protest","Swansea Atos building","Fri",0.999328685846051,"pov"
"CNDuk.2013-08-31.E1","2013-08-31","CNDuk","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Don't attack Syria","","demonstration","Temple Place, Embankment","Sat",0.999998674090207,"env"
"reclaimthepower.2013-09-01.E1","2013-09-01","reclaimthepower","Participated","Protest","Before event day","No","Yes","No","No","No","Company site","28 days later rolling blockade","","blockade","Balcombe fracking site","Sun",0.904049277,"env"
"CNDuk.2013-09-02.E1","2013-09-02","CNDuk","Participated","Protest","Before event day","Yes","Yes","No","No","No","Company site","cut trident","","blockade","Burghfield nuclear bomb factory","Mon",0.991888315525908,"env"
"CNDuk.2013-09-03.E1","2013-09-03","CNDuk","Organised","Protest","Before event day","Yes","No","No","No","No","Embassy","oppose military action in Syria","","protest","US embassy","Tue",0.901588678359985,"env"
"GreenpeaceUK.2013-09-04.E1","2013-09-04","GreenpeaceUK","Organised","Protest","After event","No","No","No","Yes","No","Political site","Oppose fracking","<20","set up fake fracking rig","County hall, Preston, Lancashire","Wed",0.885186621396549,"env"
"Dis_PPL_Protest.2013-09-04.E1","2013-09-04","Dis_PPL_Protest","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","Reclaiming our futures","","week of action, protest, present manifesto","government departments: DfE, DECC, DfT, Dep. Health","Wed",0.999282816335141,"pov"
"pplsassembly.2013-09-05.E1","2013-09-05","pplsassembly","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Merseyside People's Assembly rally","","rally","Merseyside","Thu",0.904711033684684,"pov"
"OccupyLondon.2013-09-08.E1","2013-09-08","OccupyLondon","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","Occupy DSEI arms fair","","mass action","DSEI arms fair","Sun",0.999999839854969,"pov"
"reclaimthepower.2013-09-11.E1","2013-09-11","reclaimthepower","Organised","Protest","On day, before event","Yes","Yes","No","No","No","Company site","Opposing Cuadrilla","","mass football game at site gate","Cuadrilla work site","Wed",0.375967252206813,"env"
"GreenpeaceUK.2013-09-13.E1","2013-09-13","GreenpeaceUK","Organised","Protest","After event","No","No","No","Yes","No","Company site","Ice ride, protect Arctic","","polar bear puppet, protest","Shell HQ","Fri",0.998669306636147,"env"
"OccupyLondon.2013-09-13.E1","2013-09-13","OccupyLondon","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","oppose city financing of climate change","","protest","Liverpool street","Fri",0.999937492758062,"pov"
"CNDuk.2013-09-14.E1","2013-09-14","CNDuk","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","Scrap Trident","","rally","Liberal democrat conference","Sat",0.995465793937654,"env"
"NASUWT.2013-09-14.E1","2013-09-14","NASUWT","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Rally for education","","rally","London, Nottingham","Sat",0.986476330191323,"pov"
"GreenpeaceUK.2013-09-15.E1","2013-09-15","GreenpeaceUK","Organised","Protest","Before event day","Yes","No","No","Yes","No","Company site","Aurora, save the arctic","","walk giant polar bear to Shell","Shell office","Sun",0.992631802365473,"env"
"EquityUK.2013-09-18.E1","2013-09-18","EquityUK","Organised","Protest","Before event day","Yes","No","No","Yes","No","Entertainment/cultural","oppose cuts to culture","","protest, human chain","National Gallery","Wed",0.985589894394257,"pov"
"pplsassembly.2013-09-19.E1","2013-09-19","pplsassembly","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Manchester People’s Assembly Rally","","rally","Manchester","Thu",0.998605529767153,"pov"
"reclaimthepower.2013-09-23.E1","2013-09-23","reclaimthepower","Organised","Protest","After event","No","Yes","No","No","Yes","Company site","Oppose Cuadrilla","","blockade","Balcombe, Cuadrilla work site","Mon",0.922903764578579,"env"
